0.005,280.95
0.01,233.15
0.015,241.55
0.02,236.45
0.025,227.0
0.03,234.25
0.035,237.5
0.04,255.25
0.045,234.5
0.05,230.75
0.055,227.7
0.06,235.05
0.065,228.25
0.07,244.5
0.075,259.25
0.08,251.75
0.085,212.45
0.09,231.3
0.095,278.85
0.1,208.25
0.105,206.6
0.11,261.25
0.115,236.8
0.12,235.25
0.125,230.25
0.13,240.0
0.135,223.0
0.14,231.0
0.145,231.35
0.15,235.5
0.155,246.55
0.16,213.1
0.165,216.95
0.17,221.75
0.175,233.3
0.18,217.35
0.185,231.1
0.19,237.05
0.195,223.2
0.2,223.65
0.205,232.4
0.21,240.6
0.215,223.1
0.22,222.8
0.225,226.2
0.23,229.0
0.235,219.5
0.24,224.55
0.245,213.5
0.25,214.35
0.255,195.1
0.26,201.5
0.265,243.0
0.27,215.0
0.275,213.5
0.28,214.5
0.285,212.95
0.29,217.55
0.295,204.25
0.3,219.75
0.305,213.85
0.31,211.15
0.315,217.95
0.32,213.35
0.325,214.7
0.33,203.45
0.335,205.55
0.34,197.0
0.345,199.05
0.35,201.3
0.355,196.65
0.36,194.5
0.365,193.5
0.37,191.35
0.375,202.15
0.38,205.25
0.385,204.75
0.39,202.5
0.395,242.95
0.4,213.0
0.405,206.55
0.41,216.0
0.415,215.85
0.42,202.65
0.425,207.4
0.43,212.35
0.435,216.25
0.44,216.95
0.445,218.05
0.45,219.75
0.455,212.6
0.46,205.6
0.465,212.55
0.47,200.45
0.475,199.55
0.48,208.35
0.485,199.65
0.49,193.45
0.495,191.5
0.5,193.5
0.505,151.3
0.51,147.3
0.515,141.4
0.52,193.3
0.525,166.2
0.53,175.7
0.535,163.85
0.54,158.55
0.545,152.65
0.55,159.8
0.555,167.05
0.56,160.95
0.565,163.95
0.57,166.05
0.575,172.2
0.58,163.75
0.585,192.5
0.59,160.2
0.595,164.55
0.6,161.5
0.605,161.5
0.61,162.3
0.615,165.45
0.62,163.5
0.625,164.5
0.63,163.75
0.635,156.75
0.64,155.0
0.645,202.4
0.65,207.0
0.655,162.5
0.66,177.5
0.665,170.3
0.67,162.2
0.675,165.5
0.68,194.5
0.685,171.0
0.69,172.95
0.695,169.05
0.7,168.3
0.705,167.7
0.71,157.95
0.715,197.8
0.72,161.6
0.725,163.6
0.73,158.2
0.735,192.8
0.74,175.0
0.745,167.3
0.75,172.25
0.755,117.8
0.76,118.1
0.765,118.65
0.77,113.0
0.775,147.45
0.78,155.0
0.785,196.35
0.79,118.65
0.795,116.0
0.8,151.55
0.805,184.0
0.81,116.5
0.815,164.45
0.82,114.8
0.825,113.5
0.83,115.55
0.835,116.2
0.84,113.25
0.845,153.5
0.85,115.5
0.855,178.5
0.86,236.65
0.865,205.85
0.87,113.25
0.875,116.5
0.88,117.15
0.885,114.35
0.89,113.75
0.895,112.15
0.9,115.0
0.905,115.8
0.91,171.0
0.915,168.05
0.92,113.95
0.925,115.3
0.93,114.25
0.935,114.45
0.94,117.5
0.945,117.5
0.95,113.6
0.955,121.55
0.96,117.6
0.965,164.4
0.97,203.55
0.975,152.55
0.98,120.95
0.985,162.0
0.99,214.0
0.995,122.05
1.0,113.9
1.005,200.05
1.01,111.55
1.015,166.55
1.02,203.9
1.025,177.55
1.03,112.5
1.035,157.25
1.04,145.75
1.045,143.15
1.05,226.85
1.055,234.45
1.06,170.75
1.065,182.0
1.07,113.8
1.075,140.75
1.08,131.45
1.085,109.0
1.09,108.9
1.095,120.4
1.1,140.85
1.105,107.25
1.11,108.4
1.115,157.75
1.12,164.95
1.125,134.0
1.13,116.2
1.135,115.8
1.14,113.45
1.145,115.1
1.15,113.45
1.155,116.8
1.16,122.5
1.165,153.45
1.17,132.75
1.175,198.25
1.18,228.1
1.185,267.3
1.19,263.35
1.195,189.0
1.2,118.25
1.205,116.05
1.21,113.1
1.215,174.8
1.22,209.95
1.225,116.4
1.23,150.65
1.235,115.75
1.24,113.2
1.245,115.55
1.25,134.55
